batch_id,temp_c,pressure_bar,cycle_time_s,motor_speed_rpm,material_density,hardness_hrc,feedstock_purity,grid_carbon_intensity,ambient_temp_c,tool_wear_index,yield_pct,quality_score,energy_kwh,carbon_kg
BATCH_00716,73.83,8.3,179.05,2938.2,2.7614,48.53,0.9881,125.05,27.98,0.3596,99.8,96.3,26.6,3.326
BATCH_00717,65.91,13.75,239.71,3114.5,2.7917,58.61,0.9598,146.0,30.89,0.3279,99.8,94.53,34.002,4.964
BATCH_00718,66.2,14.27,209.61,2775.7,2.6769,55.62,0.974,478.47,26.32,0.3264,99.8,95.13,30.468,14.578
BATCH_00719,62.09,11.32,198.07,3323.4,2.8128,52.96,0.9664,116.97,20.59,0.4507,99.8,96.01,32.98,3.858
BATCH_00720,64.54,12.75,182.79,3058.0,2.7712,48.7,0.9865,405.83,23.41,0.3486,99.8,93.55,29.537,11.987
BATCH_00721,67.46,16.41,205.18,2970.5,2.8399,50.68,0.9425,569.17,23.7,0.3986,99.8,95.62,33.921,19.307
BATCH_00722,51.32,11.49,192.95,3125.9,2.7179,61.32,0.9655,436.25,26.06,0.3811,99.8,94.84,30.691,13.389
BATCH_00723,54.21,10.38,180.66,2900.0,2.6716,53.84,0.9297,488.05,25.55,0.2641,99.8,94.5,27.438,13.391
BATCH_00724,70.95,15.46,172.41,2052.2,2.7513,51.81,0.9745,547.28,32.2,0.4472,99.8,95.2,27.901,15.269
BATCH_00725,66.37,16.43,177.98,2650.3,2.6672,53.86,0.9778,495.55,22.15,0.4033,99.8,94.93,31.746,15.731
BATCH_00726,63.53,12.51,100.74,3159.2,2.8439,58.24,0.9234,68.13,25.54,0.3457,99.8,96.47,25.637,1.747
BATCH_00727,65.15,14.52,185.27,2557.7,2.6577,50.78,0.9734,167.8,33.42,0.3757,99.8,97.2,29.352,4.925
BATCH_00728,67.78,15.18,167.79,2733.0,2.8007,48.04,0.9528,422.53,21.66,0.3313,99.8,95.64,28.971,12.241
BATCH_00729,60.68,11.02,219.82,2486.5,2.755,54.94,0.9298,499.68,24.58,0.4508,99.8,95.4,29.711,14.846
BATCH_00730,58.77,11.53,180.48,3335.2,2.7237,56.31,0.9532,120.95,20.22,0.3419,99.8,95.59,30.189,3.651
BATCH_00731,66.57,14.96,150.28,3304.4,2.6632,57.12,0.9353,134.12,24.33,0.3577,99.8,94.89,29.622,3.973
BATCH_00732,57.17,15.87,178.75,2534.8,2.7744,59.99,0.9528,107.78,20.88,0.3499,99.8,94.71,28.971,3.123
BATCH_00733,68.27,13.63,153.85,2844.2,2.767,51.31,0.9504,400.54,28.19,0.3828,99.8,94.35,30.134,12.07
BATCH_00734,51.38,10.74,191.84,2595.9,2.7062,46.28,0.9783,136.26,24.59,0.4348,99.8,94.67,28.727,3.914
BATCH_00735,73.23,16.47,187.27,2984.5,2.832,61.29,0.9812,136.61,20.26,0.452,99.8,97.63,33.196,4.535
BATCH_00736,68.78,11.44,203.95,2952.9,2.7108,52.4,0.968,139.37,27.36,0.365,99.8,95.31,30.255,4.217
BATCH_00737,67.05,11.83,160.23,3043.5,2.7399,55.6,0.9218,422.97,24.72,0.3965,99.8,93.06,29.031,12.279
BATCH_00738,72.86,13.18,180.85,2899.6,2.7588,56.33,0.9936,394.14,27.81,0.3851,99.8,95.41,29.832,11.758
BATCH_00739,78.32,15.61,145.87,3600.0,2.67,54.29,0.9742,503.32,19.41,0.343,99.53,92.81,32.669,16.443
BATCH_00740,73.11,14.21,197.54,2491.6,2.8364,48.49,0.9227,461.89,25.48,0.4796,99.8,96.06,30.619,14.143
BATCH_00741,50.27,13.33,192.97,2286.8,2.7249,57.84,0.9847,147.06,27.09,0.4377,99.8,95.95,27.813,4.09
BATCH_00742,54.76,13.43,192.4,2682.1,2.6662,58.66,0.9358,160.4,22.31,0.3912,99.8,96.06,30.255,4.853
BATCH_00743,60.0,12.59,180.04,2329.6,2.7275,54.4,0.9658,127.63,18.96,0.4473,99.8,95.96,25.974,3.315
BATCH_00744,65.21,13.62,190.37,2352.3,2.77,53.31,0.9569,100.84,23.83,0.433,99.8,95.63,29.335,2.958
BATCH_00745,69.14,7.44,220.11,2499.6,2.7527,46.94,0.9532,77.57,28.91,0.3882,99.8,94.54,26.368,2.045
BATCH_00746,59.19,11.91,172.87,2523.3,2.7889,46.43,0.9903,495.89,28.5,0.3985,99.8,95.93,27.6,13.687
BATCH_00747,66.49,12.98,183.47,2513.6,2.6611,50.77,0.9546,75.09,22.29,0.4464,99.8,97.02,28.097,2.11
BATCH_00748,58.96,10.2,152.85,2955.5,2.7069,50.28,0.926,111.48,18.87,0.3485,99.8,97.81,27.17,3.029
BATCH_00749,60.11,13.27,158.29,2648.1,2.8138,61.21,0.9948,509.91,22.28,0.4537,99.8,95.76,28.998,14.786
BATCH_00750,53.75,12.09,182.45,2746.1,2.666,58.32,0.9927,455.29,22.13,0.3782,99.8,95.87,30.216,13.757
BATCH_00751,57.61,16.01,207.6,3068.3,2.8211,56.22,0.9741,120.9,25.79,0.4487,99.8,96.5,32.875,3.974
BATCH_00752,54.19,15.65,173.59,2570.1,2.6684,53.8,0.957,123.45,23.58,0.3879,99.8,97.49,30.606,3.778
BATCH_00753,57.19,11.57,174.1,2720.6,2.8169,47.85,0.9273,430.55,20.99,0.4021,99.8,95.51,28.476,12.26
BATCH_00754,73.43,12.2,169.83,2909.7,2.7222,61.63,0.9825,120.37,28.42,0.3876,99.8,96.69,28.795,3.466
BATCH_00755,57.4,12.35,166.63,2217.5,2.7724,51.38,0.926,64.26,24.56,0.3682,99.8,95.18,26.791,1.722
BATCH_00756,86.06,11.6,187.37,2084.5,2.6806,46.82,0.9254,138.31,25.74,0.3791,96.97,91.02,26.167,3.619
BATCH_00757,68.95,12.89,142.57,2903.8,2.6632,53.39,0.9625,510.79,17.1,0.4455,99.8,96.97,29.088,14.858
BATCH_00758,66.48,10.98,212.02,2947.6,2.6932,59.86,0.9327,335.9,14.3,0.2983,99.8,94.71,29.394,9.873
BATCH_00759,58.13,10.24,163.36,3419.3,2.6756,60.08,0.9206,99.64,18.25,0.3417,99.8,95.47,29.021,2.892
BATCH_00760,70.6,13.75,198.05,2847.4,2.7125,45.19,0.9534,105.75,22.08,0.3627,99.8,96.95,31.735,3.356
BATCH_00761,60.39,13.76,148.25,3045.9,2.7529,60.07,0.9308,483.72,26.31,0.349,99.8,96.62,30.391,14.701
BATCH_00762,65.98,10.89,196.72,2741.4,2.7678,49.62,0.9327,431.31,14.63,0.453,99.8,97.04,29.527,12.735
BATCH_00763,85.48,14.29,196.8,2889.2,2.808,45.66,0.9261,466.65,30.37,0.4434,95.91,91.82,29.67,13.846
BATCH_00764,64.23,11.24,189.61,3300.2,2.7812,59.41,0.9362,346.09,24.68,0.4172,99.8,95.66,31.227,10.807
BATCH_00765,74.19,13.01,155.14,2162.8,2.7718,59.69,0.9765,117.6,29.44,0.3685,99.8,98.2,25.766,3.03
BATCH_00766,59.37,14.14,186.24,2924.1,2.7324,55.14,0.9839,138.85,20.46,0.4478,99.8,96.14,31.275,4.343
BATCH_00767,64.72,12.43,150.42,3440.7,2.7448,54.77,0.9558,457.95,26.02,0.3313,99.8,92.94,30.338,13.893
BATCH_00768,79.17,13.41,173.68,2884.6,2.7329,58.82,0.96,460.94,24.34,0.481,98.48,93.72,30.119,13.883
BATCH_00769,59.98,11.47,205.74,3295.2,2.8184,58.37,0.9226,156.82,27.27,0.3684,99.8,95.53,32.649,5.12
BATCH_00770,79.5,12.11,199.92,2611.2,2.696,60.13,0.9255,458.7,23.06,0.3857,98.42,94.64,28.472,13.06
BATCH_00771,70.66,12.09,180.38,2790.4,2.6511,54.4,0.9403,142.93,25.89,0.3795,99.8,95.55,30.084,4.3
BATCH_00772,60.5,11.01,155.63,2810.1,2.7803,61.45,0.963,82.07,28.41,0.3542,99.8,97.1,28.434,2.334
BATCH_00773,70.06,12.15,196.14,2134.7,2.6905,61.93,0.9784,135.03,21.4,0.4746,99.05,96.56,27.178,3.67
BATCH_00774,72.78,9.4,180.48,2449.5,2.828,46.98,0.9678,402.18,24.97,0.4296,99.8,95.0,25.899,10.416
BATCH_00775,69.97,11.52,121.99,2470.9,2.8218,59.44,0.951,444.47,16.45,0.4471,99.53,95.86,25.361,11.272
BATCH_00776,52.44,11.93,199.57,3046.6,2.6653,53.5,0.9293,113.59,26.81,0.35,99.76,95.22,29.853,3.391
BATCH_00777,59.18,11.99,179.39,3061.6,2.6713,51.59,0.9817,135.26,31.82,0.4066,99.8,96.18,29.859,4.039
BATCH_00778,63.02,12.02,210.06,2897.2,2.749,55.42,0.9487,362.83,19.02,0.4207,99.8,95.22,32.117,11.653
BATCH_00779,64.4,12.38,152.62,3047.2,2.7718,45.95,0.9781,165.46,23.63,0.4111,99.8,96.07,29.683,4.911
BATCH_00780,69.97,13.46,100.58,2750.8,2.705,53.61,0.9605,124.8,27.52,0.3543,99.8,95.73,27.097,3.382
BATCH_00781,66.42,14.25,186.98,3160.6,2.7934,59.81,0.9784,112.0,24.13,0.4442,99.8,95.85,32.615,3.653
BATCH_00782,54.32,11.2,187.29,2802.6,2.769,48.63,0.9917,438.74,24.66,0.4065,99.6,98.05,28.702,12.593
BATCH_00783,68.04,10.09,137.73,2817.4,2.715,52.25,0.9928,96.68,22.44,0.3639,99.8,95.64,25.946,2.508
BATCH_00784,69.88,10.42,155.54,2720.3,2.6551,60.97,0.9623,104.31,22.29,0.3283,99.8,94.07,26.227,2.736
BATCH_00785,69.48,11.53,248.88,3005.3,2.8,52.29,0.9604,426.2,23.65,0.4272,99.8,97.02,33.28,14.184
BATCH_00786,73.65,11.8,172.36,2673.6,2.693,51.09,0.941,107.81,24.17,0.5014,99.8,97.01,28.844,3.11
BATCH_00787,71.67,10.96,198.27,3092.9,2.8169,52.49,0.9939,480.46,19.27,0.3633,99.8,94.02,29.747,14.292
BATCH_00788,68.67,9.91,163.73,2460.4,2.7341,53.83,0.9562,484.81,23.74,0.4111,99.8,95.3,26.21,12.707
BATCH_00789,64.44,11.59,127.74,2470.3,2.7654,55.74,0.9301,452.04,30.27,0.4492,99.68,96.44,24.241,10.958
BATCH_00790,51.71,12.86,175.74,3006.2,2.8246,58.61,0.9542,123.67,22.32,0.3544,99.8,96.52,29.403,3.636
BATCH_00791,68.44,13.69,173.36,2773.4,2.8227,52.69,0.93,134.81,19.05,0.3865,99.8,96.0,29.48,3.974
BATCH_00792,66.66,11.39,170.0,2663.8,2.7243,58.9,0.9597,482.55,23.39,0.3717,99.8,96.02,25.836,12.467
BATCH_00793,67.17,11.67,177.13,3067.0,2.6918,54.07,0.9643,362.04,21.14,0.446,99.8,95.06,30.865,11.174
BATCH_00794,54.79,10.65,186.61,2617.8,2.805,50.75,0.9467,477.74,18.65,0.46,99.8,93.6,26.828,12.816
BATCH_00795,56.35,12.44,176.25,2739.9,2.7366,56.19,0.9257,473.91,24.56,0.4138,99.8,98.05,29.631,14.042
BATCH_00796,73.43,10.8,148.4,3219.8,2.6884,57.2,0.9945,126.66,21.16,0.3743,99.8,95.03,27.459,3.478
BATCH_00797,64.68,13.65,192.15,3261.7,2.8309,54.49,0.9811,453.28,21.5,0.3907,99.8,96.18,32.148,14.572
BATCH_00798,70.45,8.93,131.27,3271.7,2.6896,45.96,0.9863,344.52,24.61,0.3836,99.8,95.84,27.321,9.413
BATCH_00799,65.23,11.78,128.74,2715.4,2.6552,47.89,0.949,108.3,17.87,0.3702,99.8,96.9,27.746,3.005
BATCH_00800,65.24,13.1,198.48,3169.2,2.6541,49.85,0.9801,91.34,17.03,0.4056,99.8,96.11,32.319,2.952
BATCH_00801,72.51,12.87,192.68,2515.3,2.7745,49.8,0.9583,103.32,26.68,0.4332,99.8,96.15,27.787,2.871
BATCH_00802,60.87,17.89,178.57,2527.9,2.7823,56.45,0.9359,446.17,16.28,0.4302,99.8,93.37,32.139,14.339
BATCH_00803,65.77,13.2,145.11,2094.9,2.7122,45.31,0.9298,460.76,20.09,0.4108,99.8,95.17,25.159,11.592
BATCH_00804,61.3,10.49,162.3,3301.9,2.714,57.85,0.9473,164.51,16.8,0.4138,99.8,96.74,29.664,4.88
BATCH_00805,61.52,12.31,173.43,2540.8,2.7179,49.51,0.9309,489.65,22.06,0.4087,99.8,96.65,28.503,13.956
BATCH_00806,62.53,8.95,140.1,2762.0,2.786,50.27,0.9989,449.7,25.71,0.3605,99.8,95.05,23.389,10.518
BATCH_00807,66.78,12.34,161.52,2526.9,2.6616,53.97,0.9239,127.65,24.45,0.4193,99.8,94.42,27.495,3.51
BATCH_00808,61.17,10.83,196.31,3008.5,2.8358,48.67,0.9549,152.4,33.57,0.39,99.8,96.13,29.835,4.547
BATCH_00809,75.05,14.33,215.68,2687.3,2.6945,60.04,0.9557,505.28,28.35,0.3599,99.8,93.07,32.493,16.418
BATCH_00810,57.84,11.4,169.51,2408.6,2.8499,46.45,0.9437,565.31,20.28,0.4291,99.8,94.85,27.561,15.581
BATCH_00811,63.51,12.27,198.91,2932.5,2.6843,52.55,0.9651,76.92,19.21,0.3902,99.8,97.76,29.453,2.266
BATCH_00812,61.48,11.23,132.15,2369.9,2.8043,59.44,0.9318,535.43,34.83,0.4242,99.8,97.45,25.843,13.837
BATCH_00813,76.58,15.98,196.49,2548.8,2.6947,55.47,0.9819,106.79,28.25,0.4495,99.31,95.73,31.822,3.398
BATCH_00814,66.57,11.86,159.9,2167.9,2.6662,49.97,0.9463,95.49,26.36,0.378,99.8,96.31,24.21,2.312
BATCH_00815,73.25,16.17,187.68,2372.8,2.825,52.15,0.9667,88.31,24.3,0.4202,99.8,94.05,30.273,2.673
BATCH_00816,53.12,14.13,173.81,2853.6,2.8218,57.01,0.9765,124.02,25.09,0.3445,99.8,95.26,30.707,3.808
BATCH_00817,67.14,13.46,213.01,2210.6,2.7307,61.55,0.9902,463.96,18.07,0.4787,99.8,95.7,28.814,13.369
BATCH_00818,72.12,13.24,158.14,2355.7,2.7905,60.18,0.986,500.97,24.63,0.3635,99.8,95.28,27.854,13.954
BATCH_00819,65.66,13.29,195.69,2799.3,2.7614,50.82,0.9681,134.76,24.28,0.3977,99.8,95.65,29.443,3.968
BATCH_00820,73.52,8.64,173.01,2636.9,2.8206,61.97,0.9507,117.44,20.38,0.4723,99.8,97.3,26.246,3.082
BATCH_00821,60.86,11.94,176.04,3397.6,2.713,45.06,0.9598,87.77,21.85,0.4098,99.8,95.46,30.671,2.692
BATCH_00822,76.27,14.19,175.4,3350.2,2.7547,45.47,0.9807,138.37,30.06,0.3717,99.8,95.05,33.257,4.602
BATCH_00823,83.39,12.4,158.86,2539.6,2.7471,59.01,0.9893,92.63,23.5,0.4486,96.65,92.71,27.239,2.523
BATCH_00824,62.1,9.69,179.65,2967.1,2.7208,48.39,0.9282,120.54,32.28,0.4482,99.8,94.58,28.002,3.375
BATCH_00825,61.44,12.4,178.43,3024.8,2.8283,46.03,0.9504,111.46,17.04,0.3957,99.43,95.16,30.56,3.406
BATCH_00826,76.63,15.91,186.03,2620.8,2.6832,49.03,0.9813,142.33,21.91,0.4004,99.53,94.48,31.401,4.469
BATCH_00827,77.64,14.99,182.11,2351.3,2.6799,52.24,0.9541,93.55,17.81,0.4045,99.52,94.79,29.671,2.776
BATCH_00828,60.82,12.38,199.95,2796.3,2.7654,57.42,0.9462,457.82,19.16,0.4141,99.51,95.66,30.258,13.852
BATCH_00829,61.64,14.4,203.09,2748.1,2.7815,55.61,0.9525,99.01,20.69,0.3471,99.12,95.69,31.288,3.098
BATCH_00830,62.75,11.77,153.73,2669.3,2.6889,49.04,0.9676,107.22,25.26,0.416,99.27,95.34,26.823,2.876
BATCH_00831,54.24,9.09,201.72,2932.7,2.7281,53.56,0.999,468.97,25.07,0.495,99.8,94.93,31.224,14.643
BATCH_00832,57.65,10.65,150.34,2574.8,2.8393,60.75,0.9589,172.3,21.28,0.3883,99.8,96.61,26.936,4.641
BATCH_00833,56.97,15.63,194.7,2454.4,2.6993,58.86,0.9365,133.76,15.09,0.4012,99.8,95.66,31.361,4.195
BATCH_00834,58.86,11.95,195.49,2832.7,2.7837,50.49,0.9329,100.82,29.91,0.3777,99.8,96.62,30.57,3.082
BATCH_00835,64.72,12.01,132.22,2915.8,2.798,61.7,0.9233,413.64,22.86,0.45,99.8,94.89,28.022,11.591
BATCH_00836,66.87,11.9,182.32,2447.0,2.7396,57.05,0.9641,107.61,19.53,0.4741,99.8,95.33,27.337,2.942
BATCH_00837,77.4,16.31,168.29,3078.4,2.8375,46.06,0.963,554.37,25.1,0.4736,99.48,94.62,33.011,18.3
BATCH_00838,57.01,15.75,161.03,2268.9,2.7973,45.6,0.9362,72.7,24.82,0.3769,99.8,95.87,28.069,2.041
BATCH_00839,72.87,16.94,213.77,2626.6,2.7416,47.86,0.9749,422.51,22.71,0.4473,99.8,96.75,34.146,14.427
BATCH_00840,63.29,12.18,163.66,2722.6,2.7639,57.37,0.9785,164.27,24.59,0.4851,99.8,95.57,29.369,4.824
BATCH_00841,64.6,13.09,159.84,2609.1,2.7885,48.12,0.9405,91.65,19.38,0.4486,99.8,96.75,28.767,2.636
BATCH_00842,70.4,9.47,181.89,2630.5,2.7684,53.7,0.9472,410.68,27.04,0.4478,99.8,96.37,26.229,10.772
BATCH_00843,56.02,15.45,197.14,3361.3,2.8257,46.59,0.9982,175.08,20.01,0.4102,99.8,95.89,34.14,5.977
BATCH_00844,68.06,10.16,176.46,2544.7,2.7214,60.66,0.9496,135.8,21.58,0.4383,99.25,95.05,26.826,3.643
BATCH_00845,66.33,12.93,209.16,3532.4,2.71,50.85,0.9801,448.62,26.6,0.4794,99.8,96.76,34.804,15.614
BATCH_00846,68.94,10.31,193.27,2931.1,2.6928,60.44,0.9558,350.12,28.82,0.4436,99.8,95.07,29.435,10.306
BATCH_00847,67.31,11.32,125.54,2827.6,2.6576,61.06,0.9827,514.45,30.34,0.381,99.8,95.98,25.882,13.315
BATCH_00848,84.64,10.83,166.76,2942.9,2.6586,45.1,0.9808,446.21,28.22,0.4131,96.56,91.32,28.936,12.911
BATCH_00849,59.9,11.28,165.95,3559.0,2.824,52.89,0.9728,110.02,22.7,0.4802,99.8,95.79,31.327,3.447
BATCH_00850,60.75,11.42,191.98,2501.9,2.7857,45.42,0.9875,71.02,17.84,0.4452,99.8,95.61,28.69,2.038
BATCH_00851,60.01,11.4,114.38,2463.9,2.7821,60.45,0.9942,483.45,29.62,0.4375,99.8,95.18,23.284,11.257
BATCH_00852,60.56,14.17,243.73,2573.5,2.7729,53.81,0.9658,95.83,29.48,0.411,99.8,94.38,32.041,3.071
BATCH_00853,59.9,10.29,193.28,2809.6,2.8198,46.27,0.9388,112.97,21.31,0.4811,99.8,97.4,30.043,3.394
BATCH_00854,74.51,12.94,183.72,2282.3,2.7461,46.87,0.9515,421.63,27.68,0.5005,99.8,95.51,27.486,11.589
BATCH_00855,76.36,14.94,209.54,2806.7,2.8241,51.52,0.9799,462.1,22.67,0.485,99.45,95.22,33.819,15.628
BATCH_00856,60.43,11.47,238.59,3308.1,2.7219,60.98,0.9714,428.52,30.01,0.4926,99.8,95.87,35.263,15.111
BATCH_00857,58.34,11.06,201.77,2845.4,2.8353,56.78,0.934,126.58,21.94,0.421,99.8,97.1,29.893,3.784
BATCH_00858,68.77,12.04,203.72,2712.2,2.7897,59.75,0.924,119.93,31.91,0.4158,99.8,97.93,32.557,3.905
BATCH_00859,60.58,14.86,183.27,2614.6,2.7014,51.23,0.974,93.53,27.14,0.43,99.8,96.16,31.336,2.931
BATCH_00860,70.06,12.89,176.46,3069.6,2.7628,45.73,0.9398,472.77,31.19,0.4383,99.8,95.84,30.064,14.213
BATCH_00861,66.62,11.44,168.11,2552.3,2.7566,61.56,0.9595,122.83,22.14,0.4944,99.8,94.88,28.525,3.504
BATCH_00862,52.87,13.47,159.35,3353.9,2.6776,45.29,0.979,139.87,25.62,0.4843,99.8,94.56,31.766,4.443
BATCH_00863,77.38,10.3,162.82,3380.0,2.7682,61.11,0.9645,117.29,20.12,0.4596,98.69,93.08,29.518,3.462
BATCH_00864,79.37,13.86,146.24,2877.0,2.713,51.27,0.9266,461.69,27.38,0.3813,98.32,93.11,27.836,12.852
BATCH_00865,60.1,13.32,178.1,2796.5,2.6605,45.17,0.9347,131.61,27.6,0.3715,99.8,93.91,30.404,4.002
BATCH_00866,61.9,11.88,137.88,3109.2,2.8397,56.72,0.9373,117.92,33.59,0.4491,99.8,97.08,28.11,3.315
BATCH_00867,67.29,10.82,184.77,3128.4,2.7783,61.67,0.9404,495.79,25.93,0.4751,99.73,96.42,30.531,15.137
BATCH_00868,67.68,10.73,179.09,2558.2,2.8254,61.42,0.9647,461.31,26.9,0.4372,99.8,95.75,27.013,12.461
BATCH_00869,70.27,13.57,183.67,2642.0,2.7852,47.74,0.9598,143.99,22.12,0.5174,99.8,97.11,29.753,4.284
BATCH_00870,81.08,14.96,166.95,2403.3,2.7214,48.08,0.936,138.94,26.17,0.3979,97.42,92.01,28.423,3.949
BATCH_00871,63.58,11.23,256.92,2922.7,2.7525,54.61,0.9253,87.75,22.48,0.3934,99.8,95.18,33.391,2.93
BATCH_00872,58.61,13.42,214.0,3000.0,2.7851,55.83,0.9335,136.57,24.46,0.4156,99.8,94.07,30.486,4.164
BATCH_00873,53.97,8.33,148.89,2395.0,2.8421,57.57,0.9978,129.41,24.7,0.4145,99.8,96.77,24.173,3.128
BATCH_00874,59.15,11.33,185.82,2663.4,2.7007,48.08,0.957,454.42,22.59,0.4641,99.8,95.19,28.408,12.909
BATCH_00875,64.73,12.44,164.8,2395.8,2.825,61.3,0.9885,533.62,24.25,0.4266,99.8,96.02,28.352,15.129
BATCH_00876,79.36,10.68,154.64,2530.4,2.8348,55.86,0.9871,131.32,22.5,0.382,98.33,94.91,28.387,3.728
BATCH_00877,60.86,10.63,146.5,2965.3,2.7841,59.4,0.9604,418.46,22.48,0.4801,99.8,97.37,27.687,11.586
BATCH_00878,66.79,11.16,190.81,2580.0,2.8363,54.18,0.9758,456.74,28.31,0.3744,99.8,95.97,26.871,12.273
BATCH_00879,64.87,13.08,162.97,2709.8,2.7296,52.04,0.9352,143.41,24.7,0.4024,99.8,96.38,28.675,4.112
BATCH_00880,74.51,12.13,204.2,2311.8,2.8406,61.61,0.9744,108.23,25.39,0.3808,99.8,95.1,28.235,3.056
BATCH_00881,85.22,8.02,204.84,2856.1,2.7906,54.9,0.9415,506.85,18.17,0.4545,96.16,92.78,30.477,15.447
BATCH_00882,60.75,8.26,214.35,2786.7,2.6584,59.74,0.9857,489.39,25.69,0.4541,99.74,95.83,30.554,14.953
BATCH_00883,61.08,11.29,158.69,2581.3,2.8314,61.21,0.9266,129.11,26.12,0.5238,99.8,96.08,28.376,3.664
BATCH_00884,73.35,13.42,191.88,2743.3,2.7469,56.48,0.9811,513.66,22.41,0.4841,99.8,95.59,30.4,15.615
BATCH_00885,70.46,7.0,195.81,2854.1,2.7421,54.33,0.9279,97.89,32.34,0.5057,99.8,97.2,28.772,2.817
BATCH_00886,79.77,11.5,168.15,2555.5,2.7633,45.06,0.9896,490.47,14.84,0.46,97.77,93.91,27.965,13.716
BATCH_00887,69.67,11.45,160.71,2357.1,2.6799,45.68,0.944,125.31,27.14,0.4098,99.8,96.76,26.426,3.311
BATCH_00888,62.13,15.28,220.24,3341.7,2.7438,48.41,0.9717,142.02,26.85,0.4545,99.8,96.35,34.234,4.862
BATCH_00889,69.73,11.73,185.69,2610.0,2.8162,48.16,0.9585,124.49,26.17,0.4735,99.45,95.78,29.908,3.723
BATCH_00890,73.87,13.27,195.9,2771.0,2.6531,49.33,0.9489,505.4,24.7,0.4784,99.8,96.93,31.15,15.743
BATCH_00891,71.56,12.78,159.45,3103.3,2.7046,50.18,0.971,103.46,26.2,0.4318,99.8,96.35,29.929,3.096
BATCH_00892,69.06,8.24,149.52,3600.0,2.6505,51.12,0.9949,472.33,27.47,0.4707,99.8,95.04,28.849,13.626
BATCH_00893,73.53,14.04,165.76,2426.7,2.7331,52.15,0.9233,515.84,21.1,0.4143,99.8,95.01,27.539,14.206
BATCH_00894,74.35,12.93,176.9,2934.9,2.7957,46.68,0.9926,118.07,25.2,0.4103,99.8,96.15,30.402,3.59
BATCH_00895,76.06,13.52,153.39,2587.7,2.8098,45.72,0.9681,133.57,23.27,0.4079,99.8,96.4,26.481,3.537
BATCH_00896,70.19,20.0,179.75,2638.4,2.839,56.46,0.9838,119.31,19.62,0.4539,99.8,97.64,33.79,4.032
BATCH_00897,63.66,8.33,137.79,2583.9,2.7717,54.13,0.9503,452.46,26.87,0.4063,99.8,94.22,23.466,10.617
BATCH_00898,66.17,15.95,152.0,2462.3,2.7009,52.55,0.9573,510.09,21.74,0.4369,99.48,96.03,27.148,13.848
BATCH_00899,74.65,11.93,196.77,2787.6,2.8348,55.79,0.9886,120.72,18.01,0.4904,99.8,96.49,31.994,3.862
BATCH_00900,58.46,13.07,195.09,2357.6,2.8051,59.07,0.9528,112.38,21.84,0.4136,99.8,96.3,28.16,3.165
BATCH_00901,67.95,12.41,170.2,3084.0,2.7649,52.27,0.9622,114.92,20.8,0.435,99.8,97.01,29.714,3.415
BATCH_00902,61.85,11.65,154.56,2816.5,2.7891,55.9,0.9216,109.91,28.11,0.4585,99.8,96.66,29.096,3.198
BATCH_00903,65.23,11.36,154.31,2926.7,2.8349,61.21,0.9325,510.13,24.61,0.466,99.8,95.01,29.994,15.301
BATCH_00904,75.23,13.16,170.67,2660.1,2.7925,59.27,0.9707,124.85,29.53,0.4366,99.8,94.88,27.804,3.471
BATCH_00905,66.53,9.47,196.11,2689.8,2.7237,52.24,0.9766,391.54,21.33,0.4885,99.8,96.31,28.024,10.972
BATCH_00906,65.37,14.0,203.21,2886.3,2.7926,55.96,0.966,124.02,27.5,0.4811,99.8,96.99,31.593,3.918
BATCH_00907,54.12,11.67,167.59,2450.8,2.6581,48.01,0.9313,106.23,35.36,0.5035,99.8,96.14,28.426,3.02
BATCH_00908,70.97,10.24,151.16,2692.6,2.7273,54.53,0.9552,186.77,25.42,0.4551,99.8,94.42,28.059,5.241
BATCH_00909,70.16,11.6,186.7,2542.1,2.7313,61.68,0.9481,130.34,27.45,0.4383,99.8,94.95,27.675,3.607
BATCH_00910,82.31,15.01,159.41,2532.8,2.6834,53.81,0.9592,467.21,26.77,0.4319,97.67,93.18,30.049,14.039
BATCH_00911,62.54,11.43,167.04,2167.0,2.6546,60.77,0.9888,134.8,18.31,0.472,99.8,95.65,25.617,3.453
BATCH_00912,66.75,13.22,213.13,3201.8,2.6767,51.92,0.9813,531.59,26.34,0.4451,99.8,96.12,33.675,17.901
BATCH_00913,67.0,11.04,200.68,2594.0,2.7809,61.98,0.9266,476.13,25.23,0.4378,99.8,97.07,28.126,13.392
BATCH_00914,77.62,14.02,183.95,3149.0,2.8105,54.85,0.9903,441.62,22.96,0.4431,98.97,93.54,32.051,14.154
BATCH_00915,64.24,13.87,148.2,3120.6,2.8476,45.72,0.9573,129.19,20.46,0.4342,99.8,95.59,30.024,3.879
BATCH_00916,67.23,16.2,185.28,2414.2,2.7193,54.97,0.9788,456.69,26.78,0.4699,99.8,95.48,30.362,13.866
BATCH_00917,69.86,12.15,206.57,2473.5,2.7699,49.67,0.9311,115.64,20.11,0.4059,99.8,96.36,29.648,3.429
BATCH_00918,66.49,13.84,170.61,3568.2,2.8374,45.55,0.973,101.86,32.53,0.475,99.8,96.77,32.465,3.307
BATCH_00919,61.43,12.7,213.78,3325.3,2.6834,58.95,0.9387,128.94,24.46,0.4904,99.8,94.52,33.242,4.286
BATCH_00920,66.55,15.09,212.32,2790.5,2.7935,49.69,0.9546,453.72,19.11,0.4405,99.8,95.99,33.041,14.991
